title="Wall Aircoef Data of PHengLEI"
variables="x", "y", "z", "cp", "cf", "yplus", "Q_NonDim", "Q_Dim(kW/m2)", "pw(Pa)"
zone T = "Zone_2_wall"
N = 144
E = 143
f = FEPOINT
ET = quadrilateral
2.3933799565e-01    -5.4721269757e-02   0.0000000000e+00    -8.9209498738e-02   3.5813113223e-03    6.0011439477e-01    0.0000000000e+00    0.0000000000e+00    3.7439197294e+04    
2.2950139642e-01    -5.3979448974e-02   0.0000000000e+00    -8.1240319273e-02   3.5681126139e-03    5.9988661065e-01    0.0000000000e+00    0.0000000000e+00    3.7554325626e+04    
2.1988210082e-01    -5.3210239857e-02   0.0000000000e+00    -6.6222372654e-02   3.5463246721e-03    5.9957072951e-01    0.0000000000e+00    0.0000000000e+00    3.7771285371e+04    
2.1048159897e-01    -5.2415300161e-02   0.0000000000e+00    -5.2382102195e-02   3.5355659452e-03    5.9981464805e-01    0.0000000000e+00    0.0000000000e+00    3.7971231584e+04    
2.0130489767e-01    -5.1592089236e-02   0.0000000000e+00    -3.7641760366e-02   3.5296796952e-03    6.0058501750e-01    0.0000000000e+00    0.0000000000e+00    3.8184180856e+04    
1.9235409796e-01    -5.0735559314e-02   0.0000000000e+00    -2.1146668760e-02   3.5133392073e-03    6.0096391190e-01    0.0000000000e+00    0.0000000000e+00    3.8422480470e+04    
1.8362879753e-01    -4.9855418503e-02   0.0000000000e+00    -5.3656378169e-03   3.4882000477e-03    6.0055864112e-01    0.0000000000e+00    0.0000000000e+00    3.8650464264e+04    
1.7513130605e-01    -4.8961210996e-02   0.0000000000e+00    9.3183629643e-03    3.4684227439e-03    6.0020374131e-01    0.0000000000e+00    0.0000000000e+00    3.8862599594e+04    
1.6686040163e-01    -4.8049710691e-02   0.0000000000e+00    2.3700173379e-02    3.4550068937e-03    6.0024821305e-01    0.0000000000e+00    0.0000000000e+00    3.9070369271e+04    
1.5881760418e-01    -4.7123130411e-02   0.0000000000e+00    3.7552433669e-02    3.4451321086e-03    6.0048509184e-01    0.0000000000e+00    0.0000000000e+00    3.9270488698e+04    
1.5100049973e-01    -4.6180389822e-02   0.0000000000e+00    5.1450819261e-02    3.4409957223e-03    6.0111008954e-01    0.0000000000e+00    0.0000000000e+00    3.9471274483e+04    
1.4341180027e-01    -4.5219179243e-02   0.0000000000e+00    6.6696556921e-02    3.4356467313e-03    6.0185712162e-01    0.0000000000e+00    0.0000000000e+00    3.9691525056e+04    
1.3604809344e-01    -4.4237729162e-02   0.0000000000e+00    8.3079467886e-02    3.4208413650e-03    6.0208673329e-01    0.0000000000e+00    0.0000000000e+00    3.9928204030e+04    
1.2890879810e-01    -4.3243300170e-02   0.0000000000e+00    9.9279175696e-02    3.4018516699e-03    6.0185164349e-01    0.0000000000e+00    0.0000000000e+00    4.0162236322e+04    
1.2198860198e-01    -4.2237889022e-02   0.0000000000e+00    1.1545391839e-01    3.3857557551e-03    6.0165180361e-01    0.0000000000e+00    0.0000000000e+00    4.0395907951e+04    
1.1528909951e-01    -4.1220851243e-02   0.0000000000e+00    1.3205073156e-01    3.3718325112e-03    6.0162160698e-01    0.0000000000e+00    0.0000000000e+00    4.0635677105e+04    
1.0880579799e-01    -4.0192000568e-02   0.0000000000e+00    1.4943905084e-01    3.3557576059e-03    6.0150052447e-01    0.0000000000e+00    0.0000000000e+00    4.0886880909e+04    
1.0253469646e-01    -3.9151281118e-02   0.0000000000e+00    1.6744615941e-01    3.3356580278e-03    6.0108381449e-01    0.0000000000e+00    0.0000000000e+00    4.1147024176e+04    
9.6475712955e-02    -3.8101881742e-02   0.0000000000e+00    1.8589240196e-01    3.3133231980e-03    6.0042089557e-01    0.0000000000e+00    0.0000000000e+00    4.1413511478e+04    
9.0623162687e-02    -3.7043280900e-02   0.0000000000e+00    2.0492538029e-01    3.2900813978e-03    5.9962064117e-01    0.0000000000e+00    0.0000000000e+00    4.1688475176e+04    
8.4973827004e-02    -3.5976190120e-02   0.0000000000e+00    2.2485474428e-01    3.2663170327e-03    5.9880625887e-01    0.0000000000e+00    0.0000000000e+00    4.1976388686e+04    
7.9524457455e-02    -3.4899748862e-02   0.0000000000e+00    2.4651942306e-01    3.2346928822e-03    5.9757688265e-01    0.0000000000e+00    0.0000000000e+00    4.2289371766e+04    
7.4270896614e-02    -3.3815819770e-02   0.0000000000e+00    2.6893618050e-01    3.1873180327e-03    5.9509601207e-01    0.0000000000e+00    0.0000000000e+00    4.2613219899e+04    
6.9208003581e-02    -3.2732330263e-02   0.0000000000e+00    2.8976396117e-01    3.1376140722e-03    5.9181020403e-01    0.0000000000e+00    0.0000000000e+00    4.2914112565e+04    
6.4330860972e-02    -3.1650990248e-02   0.0000000000e+00    3.0980315570e-01    3.1046903284e-03    5.8936548363e-01    0.0000000000e+00    0.0000000000e+00    4.3203612764e+04    
5.9636820108e-02    -3.0562480912e-02   0.0000000000e+00    3.3163177337e-01    3.0786542626e-03    5.8768813782e-01    0.0000000000e+00    0.0000000000e+00    4.3518964220e+04    
5.5125031620e-02    -2.9462620616e-02   0.0000000000e+00    3.5533612448e-01    3.0425731778e-03    5.8545517977e-01    0.0000000000e+00    0.0000000000e+00    4.3861413831e+04    
5.0789829344e-02    -2.8352620080e-02   0.0000000000e+00    3.8053377386e-01    2.9994984187e-03    5.8257928073e-01    0.0000000000e+00    0.0000000000e+00    4.4225436671e+04    
4.6628009528e-02    -2.7230890468e-02   0.0000000000e+00    4.0800697524e-01    2.9503810234e-03    5.7922424729e-01    0.0000000000e+00    0.0000000000e+00    4.4622333725e+04    
4.2635541409e-02    -2.6095900685e-02   0.0000000000e+00    4.3791090780e-01    2.8838313440e-03    5.7451442287e-01    0.0000000000e+00    0.0000000000e+00    4.5054346819e+04    
3.8806911558e-02    -2.4950230494e-02   0.0000000000e+00    4.6871175711e-01    2.7982426967e-03    5.6776149517e-01    0.0000000000e+00    0.0000000000e+00    4.5499317400e+04    
3.5139650106e-02    -2.3799559101e-02   0.0000000000e+00    4.9910691955e-01    2.7194653646e-03    5.6066852881e-01    0.0000000000e+00    0.0000000000e+00    4.5938427144e+04    
3.1627081335e-02    -2.2637989372e-02   0.0000000000e+00    5.3153892532e-01    2.6635353700e-03    5.5528050027e-01    0.0000000000e+00    0.0000000000e+00    4.6406962549e+04    
2.8276879340e-02    -2.1454699337e-02   0.0000000000e+00    5.6870658007e-01    2.6069627443e-03    5.5054200260e-01    0.0000000000e+00    0.0000000000e+00    4.6943912447e+04    
2.5078110397e-02    -2.0243270323e-02   0.0000000000e+00    6.1019176617e-01    2.5209287551e-03    5.4372723211e-01    0.0000000000e+00    0.0000000000e+00    4.7543236418e+04    
2.2033149377e-02    -1.9011320546e-02   0.0000000000e+00    6.5302917846e-01    2.4153048164e-03    5.3440280609e-01    0.0000000000e+00    0.0000000000e+00    4.8162095593e+04    
1.9133469090e-02    -1.7765799537e-02   0.0000000000e+00    6.9569525956e-01    2.3429811434e-03    5.2657864388e-01    0.0000000000e+00    0.0000000000e+00    4.8778479598e+04    
1.6378020868e-02    -1.6494410113e-02   0.0000000000e+00    7.4273513499e-01    2.2955003308e-03    5.2050813438e-01    0.0000000000e+00    0.0000000000e+00    4.9458050490e+04    
1.3786099851e-02    -1.5177680179e-02   0.0000000000e+00    7.9332767317e-01    2.2413221894e-03    5.1382081078e-01    0.0000000000e+00    0.0000000000e+00    5.0188945630e+04    
1.1342490092e-02    -1.3808799908e-02   0.0000000000e+00    8.4909122918e-01    2.1645640042e-03    5.0372556122e-01    0.0000000000e+00    0.0000000000e+00    5.0994544904e+04    
9.0823313221e-03    -1.2378370389e-02   0.0000000000e+00    9.1233629475e-01    1.9516192836e-03    4.7728127510e-01    0.0000000000e+00    0.0000000000e+00    5.1908227291e+04    
6.9914781488e-03    -1.0865660384e-02   0.0000000000e+00    9.6625093702e-01    1.6160247775e-03    4.3546703018e-01    0.0000000000e+00    0.0000000000e+00    5.2687115866e+04    
5.0912718289e-03    -9.2936055735e-03   0.0000000000e+00    1.0242170163e+00    1.2737645585e-03    3.8088072911e-01    0.0000000000e+00    0.0000000000e+00    5.3524534330e+04    
3.3291080035e-03    -7.6685459353e-03   0.0000000000e+00    1.1158380707e+00    7.7141920437e-04    2.7948612318e-01    0.0000000000e+00    0.0000000000e+00    5.4848156069e+04    
1.9473549910e-03    -5.9082647786e-03   0.0000000000e+00    1.1908308548e+00    -2.8127224673e-04   2.6119919959e-01    0.0000000000e+00    0.0000000000e+00    5.5931554201e+04    
8.8227621745e-04    -3.9692618884e-03   0.0000000000e+00    1.1524942904e+00    -1.8819693840e-03   4.0480280885e-01    0.0000000000e+00    0.0000000000e+00    5.5377717420e+04    
2.8197179199e-04    -1.9892300479e-03   0.0000000000e+00    9.5823822317e-01    -4.1234615075e-03   5.8692052515e-01    0.0000000000e+00    0.0000000000e+00    5.2571358606e+04    
0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    6.6168767540e-01    8.7755637911e-04    7.0868121613e-01    0.0000000000e+00    0.0000000000e+00    4.8287182287e+04    
2.7052749647e-04    1.9948659465e-03    0.0000000000e+00    3.6841487198e-01    8.1844616633e-03    7.7661795486e-01    0.0000000000e+00    0.0000000000e+00    4.4050358551e+04    
8.7229412748e-04    3.9663137868e-03    0.0000000000e+00    5.1547350160e-03    9.3580423999e-03    7.9608650705e-01    0.0000000000e+00    0.0000000000e+00    3.8802448917e+04    
2.0085810684e-03    5.8666002005e-03    0.0000000000e+00    -3.3082421063e-01   8.8911905105e-03    7.5168624209e-01    0.0000000000e+00    0.0000000000e+00    3.3948662426e+04    
