Title="THE RESIDUAL"
Variables=
"iter"
"averageRes"
"maxRes"
"maxResCoorX"
"maxResCoorY"
"maxResCoorZ"
"maxResVariable"
"WallTime"
1          9.06559e-05    1.04185e-02    5.77767e-04    -2.97230e-03    0.00000e+00    4    1.50000e-01
10         4.14325e-05    5.43964e-03    1.41349e-04    -1.01211e-03    0.00000e+00    4    6.88000e-01
20         2.78220e-05    2.84244e-03    1.02776e-04    -1.01580e-03    0.00000e+00    4    9.57000e-01
30         2.27834e-05    2.14294e-03    1.78115e-04    -3.10310e-03    0.00000e+00    4    1.26800e+00
40         2.44341e-05    1.87779e-03    -3.04277e-03    -1.33026e-03    0.00000e+00    4    1.57100e+00
50         2.52571e-05    1.76225e-03    -1.92328e-02    2.89634e-03    0.00000e+00    4    1.86800e+00
60         2.74671e-05    1.40677e-03    3.05199e-01    -2.92390e-01    0.00000e+00    4    2.16800e+00
70         3.22824e-05    1.97246e-03    2.84926e-01    -5.68648e-01    0.00000e+00    4    2.45600e+00
80         3.88980e-05    2.29416e-03    3.01325e-02    -5.04285e-01    0.00000e+00    4    2.79500e+00
90         4.29275e-05    2.12666e-03    6.72245e+00    -5.21916e+00    0.00000e+00    4    3.09600e+00
100        4.41388e-05    2.25801e-03    1.03541e+00    -9.61908e+00    0.00000e+00    4    3.40200e+00
110        4.91762e-05    2.81727e-03    9.96776e+00    1.41430e+00    0.00000e+00    4    3.74800e+00
120        5.36025e-05    3.73753e-03    -1.70034e+00    -3.99064e-01    0.00000e+00    4    4.06300e+00
130        6.24632e-05    3.50144e-03    -3.53319e-01    2.81676e+00    0.00000e+00    4    4.40100e+00
140        7.19544e-05    3.66256e-03    -1.70034e+00    -3.99064e-01    0.00000e+00    4    4.73700e+00
150        7.76585e-05    4.71657e-03    -1.42339e+00    -8.31698e+00    0.00000e+00    4    5.05000e+00
160        8.34603e-05    4.51178e-03    -9.19395e+00    6.34412e+00    0.00000e+00    4    5.41200e+00
170        8.36235e-05    5.12361e-03    -1.06520e+01    -8.89434e-01    0.00000e+00    4    5.74800e+00
180        7.79154e-05    3.57005e-03    -1.64372e+01    -1.71316e+00    0.00000e+00    4    6.12800e+00
190        7.14423e-05    3.09436e-03    -2.07844e+01    1.36680e+01    0.00000e+00    4    6.48700e+00
200        6.57843e-05    2.61292e-03    -2.85651e+01    -3.27906e+00    0.00000e+00    4    6.82500e+00
210        6.22619e-05    3.01415e-03    7.10975e-01    1.03416e-01    0.00000e+00    4    7.17100e+00
