Title="THE RESIDUAL"
Variables=
"iter"
"averageRes"
"maxRes"
"maxResCoorX"
"maxResCoorY"
"maxResCoorZ"
"maxResVariable"
"WallTime"
1          5.05455e-03    9.30475e-02    5.15431e-01    6.16576e-02    0.00000e+00    0    1.61000e-01
10         3.75124e-04    4.91246e-03    4.77769e-01    6.25762e-02    0.00000e+00    0    6.95000e-01
20         1.50427e-04    1.31402e-03    3.42635e-01    -5.91320e-02    0.00000e+00    0    9.71000e-01
30         8.69509e-05    1.06454e-03    -2.67552e-04    -1.05186e-03    0.00000e+00    0    1.27600e+00
40         7.79727e-05    1.25091e-03    -3.84833e-03    -1.40926e-03    0.00000e+00    0    1.57900e+00
50         7.83946e-05    1.58270e-03    -2.41884e-02    -3.18151e-03    0.00000e+00    0    1.87600e+00
60         8.46549e-05    1.28193e-03    3.22756e-01    -2.86212e-01    0.00000e+00    0    2.17500e+00
70         1.02098e-04    1.94566e-03    3.29574e-01    -5.79468e-01    0.00000e+00    0    2.46400e+00
80         1.43608e-04    3.10019e-03    1.97119e+00    9.75371e-02    0.00000e+00    0    2.80200e+00
90         1.62308e-04    2.81747e-03    8.34486e+00    1.60889e-01    0.00000e+00    0    3.10400e+00
100        1.65067e-04    2.93279e-03    8.34486e+00    1.60889e-01    0.00000e+00    0    3.42500e+00
110        2.41986e-04    6.15817e-03    7.58033e+00    2.08742e-01    0.00000e+00    0    3.75600e+00
120        2.65118e-04    5.08297e-03    -1.51239e+00    9.69190e-01    0.00000e+00    0    4.07000e+00
130        2.86019e-04    4.84094e-03    3.89149e+01    1.45423e+00    0.00000e+00    0    4.40800e+00
140        3.07556e-04    5.02774e-03    -4.43995e-01    3.49120e+00    0.00000e+00    0    4.74400e+00
150        3.13073e-04    5.20149e-03    -5.98721e-01    -8.62663e+00    0.00000e+00    0    5.06000e+00
160        3.05755e-04    4.25494e-03    -9.51900e+00    -3.20586e-01    0.00000e+00    0    5.42000e+00
170        2.84167e-04    3.13024e-03    1.97119e+00    9.75371e-02    0.00000e+00    0    5.75600e+00
180        2.88322e-04    4.28572e-03    2.31018e+00    -9.51274e-02    0.00000e+00    0    6.16600e+00
190        2.84190e-04    4.47334e-03    8.62462e+01    5.77787e+00    0.00000e+00    0    6.49400e+00
200        2.90744e-04    4.96709e-03    5.02125e-01    -5.06854e-02    0.00000e+00    0    6.84900e+00
210        3.32952e-04    5.48443e-03    7.13248e-01    4.73932e-02    0.00000e+00    0    7.17800e+00
220        3.86003e-04    5.69903e-03    7.03081e-01    5.03419e-02    0.00000e+00    0    7.49700e+00
230        4.64337e-04    9.49592e-03    6.81795e-01    5.26900e-02    0.00000e+00    0    7.80900e+00
240        5.72823e-04    1.12882e-02    6.70931e-01    5.46352e-02    0.00000e+00    0    8.11500e+00
250        7.36901e-04    1.71110e-02    6.48417e-01    5.61112e-02    0.00000e+00    0    8.43100e+00
260        9.67350e-04    2.38468e-02    6.37021e-01    5.79163e-02    0.00000e+00    0    8.75300e+00
270        1.20255e-03    2.97619e-02    2.31018e+00    -9.51274e-02    0.00000e+00    0    9.07500e+00
280        1.49160e-03    4.39951e-02    1.97119e+00    9.75371e-02    0.00000e+00    0    9.39700e+00
290        1.76382e-03    6.81007e-02    1.97119e+00    9.75371e-02    0.00000e+00    0    9.76100e+00
300        1.96719e-03    8.62120e-02    1.97119e+00    9.75371e-02    0.00000e+00    0    1.01020e+01
310        2.04577e-03    8.82164e-02    1.97119e+00    9.75371e-02    0.00000e+00    0    1.04670e+01
320        1.98555e-03    8.12225e-02    2.31018e+00    -9.51274e-02    0.00000e+00    0    1.08040e+01
330        1.87284e-03    7.56497e-02    2.31018e+00    -9.51274e-02    0.00000e+00    0    1.11540e+01
340        1.73257e-03    7.43973e-02    2.31018e+00    -9.51274e-02    0.00000e+00    0    1.15330e+01
350        1.66746e-03    7.86792e-02    2.31018e+00    -9.51274e-02    0.00000e+00    0    1.18600e+01
360        1.56347e-03    7.80240e-02    2.31018e+00    -9.51274e-02    0.00000e+00    0    1.21950e+01
370        1.45610e-03    6.80316e-02    2.31018e+00    -9.51274e-02    0.00000e+00    0    1.25140e+01
380        1.42556e-03    5.67934e-02    2.31018e+00    -9.51274e-02    0.00000e+00    0    1.28350e+01
390        1.45624e-03    5.29182e-02    1.97119e+00    9.75371e-02    0.00000e+00    0    1.31720e+01
400        1.40494e-03    5.33631e-02    6.48826e-01    6.04700e-02    0.00000e+00    0    1.35110e+01
410        1.30112e-03    5.91747e-02    6.14060e-01    6.53432e-02    0.00000e+00    0    1.38370e+01
420        1.06411e-03    5.40554e-02    6.02125e-01    6.62579e-02    0.00000e+00    0    1.41670e+01
430        1.01893e-03    4.34013e-02    6.13796e-01    6.20172e-02    0.00000e+00    0    1.44840e+01
440        9.00753e-04    2.67338e-02    5.89756e-01    6.26076e-02    0.00000e+00    0    1.48030e+01
450        7.05361e-04    2.08498e-02    1.97119e+00    9.75371e-02    0.00000e+00    0    1.51660e+01
460        5.96926e-04    2.31597e-02    8.38635e-01    5.19751e-02    0.00000e+00    0    1.55120e+01
470        4.69002e-04    1.33037e-02    8.36949e-01    4.10331e-02    0.00000e+00    0    1.58340e+01
480        4.48252e-04    1.11545e-02    8.37944e-01    4.74907e-02    0.00000e+00    0    1.61580e+01
490        5.45449e-04    2.37762e-02    1.97119e+00    9.75371e-02    0.00000e+00    0    1.64810e+01
500        7.04178e-04    3.68069e-02    1.97119e+00    9.75371e-02    0.00000e+00    0    1.68430e+01
510        8.46550e-04    4.62778e-02    1.97119e+00    9.75371e-02    0.00000e+00    0    1.71880e+01
520        8.44029e-04    4.71212e-02    2.31018e+00    -9.51274e-02    0.00000e+00    0    1.75230e+01
530        6.58031e-04    3.45317e-02    2.31018e+00    -9.51274e-02    0.00000e+00    0    1.78440e+01
540        5.42491e-04    2.43214e-02    6.13913e-01    6.34954e-02    0.00000e+00    0    1.81560e+01
550        6.91275e-04    2.79323e-02    6.13913e-01    6.34954e-02    0.00000e+00    0    1.84980e+01
560        7.42996e-04    2.22362e-02    6.82720e-01    6.12073e-02    0.00000e+00    0    1.88250e+01
570        6.38825e-04    1.69909e-02    8.38635e-01    5.19751e-02    0.00000e+00    0    1.91470e+01
580        4.64783e-04    1.65563e-02    2.31018e+00    -9.51274e-02    0.00000e+00    0    1.94610e+01
590        3.88318e-04    2.39265e-02    2.31018e+00    -9.51274e-02    0.00000e+00    0    1.98290e+01
600        3.35184e-04    1.72670e-02    2.31018e+00    -9.51274e-02    0.00000e+00    0    2.01680e+01
610        3.70602e-04    1.52899e-02    2.31018e+00    -9.51274e-02    0.00000e+00    0    2.04860e+01
620        3.78069e-04    9.00024e-03    8.37391e-01    4.39031e-02    0.00000e+00    0    2.08080e+01
630        3.64867e-04    1.28195e-02    2.31018e+00    -9.51274e-02    0.00000e+00    0    2.11270e+01
640        3.21509e-04    1.01090e-02    6.37210e-01    6.00439e-02    0.00000e+00    0    2.15330e+01
650        2.23110e-04    7.70488e-03    6.25577e-01    6.10533e-02    0.00000e+00    0    2.19390e+01
660        2.66483e-04    8.74706e-03    2.31018e+00    -9.51274e-02    0.00000e+00    0    2.23160e+01
670        3.63113e-04    1.27203e-02    6.01791e-01    6.17480e-02    0.00000e+00    0    2.26710e+01
680        3.57752e-04    1.20354e-02    6.37507e-01    6.33681e-02    0.00000e+00    0    2.30290e+01
690        3.17086e-04    9.35520e-03    6.71504e-01    6.00754e-02    0.00000e+00    0    2.33710e+01
700        2.99085e-04    1.08117e-02    8.37944e-01    4.74907e-02    0.00000e+00    0    2.37440e+01
710        3.15718e-04    1.23609e-02    8.37944e-01    4.74907e-02    0.00000e+00    0    2.40870e+01
720        2.79241e-04    1.05041e-02    1.97119e+00    9.75371e-02    0.00000e+00    0    2.44030e+01
730        2.30400e-04    6.82242e-03    8.37944e-01    4.74907e-02    0.00000e+00    0    2.47370e+01
740        2.11916e-04    6.39761e-03    1.06221e+00    2.85803e-02    0.00000e+00    0    2.50970e+01
750        2.09523e-04    1.16730e-02    1.97119e+00    9.75371e-02    0.00000e+00    0    2.54310e+01
760        1.84185e-04    9.67041e-03    1.97119e+00    9.75371e-02    0.00000e+00    0    2.57590e+01
770        1.37801e-04    4.38123e-03    8.37944e-01    4.74907e-02    0.00000e+00    0    2.60990e+01
780        1.22887e-04    4.00647e-03    1.06221e+00    2.85803e-02    0.00000e+00    0    2.64280e+01
790        1.20917e-04    4.74635e-03    1.97119e+00    9.75371e-02    0.00000e+00    0    2.67660e+01
800        1.15144e-04    4.52339e-03    2.31018e+00    -9.51274e-02    0.00000e+00    0    2.70880e+01
810        1.14405e-04    3.58938e-03    2.31018e+00    -9.51274e-02    0.00000e+00    0    2.74130e+01
820        1.24839e-04    3.76365e-03    8.37944e-01    4.74907e-02    0.00000e+00    0    2.77290e+01
830        1.34459e-04    5.06613e-03    1.97119e+00    9.75371e-02    0.00000e+00    0    2.80570e+01
840        1.32799e-04    6.79979e-03    1.97119e+00    9.75371e-02    0.00000e+00    0    2.83930e+01
850        1.29173e-04    7.54932e-03    1.97119e+00    9.75371e-02    0.00000e+00    0    2.87160e+01
860        1.16055e-04    6.01360e-03    1.97119e+00    9.75371e-02    0.00000e+00    0    2.90390e+01
870        9.10175e-05    3.12991e-03    2.31018e+00    -9.51274e-02    0.00000e+00    0    2.93620e+01
880        7.39386e-05    2.15800e-03    1.05022e+00    1.34452e-02    0.00000e+00    0    2.96810e+01
890        6.56316e-05    1.52018e-03    1.06221e+00    2.85803e-02    0.00000e+00    0    2.99990e+01
900        6.03701e-05    1.44505e-03    8.37944e-01    4.74907e-02    0.00000e+00    0    3.03250e+01
910        6.04605e-05    1.95186e-03    8.37944e-01    4.74907e-02    0.00000e+00    0    3.06370e+01
920        6.77245e-05    2.90759e-03    1.97119e+00    9.75371e-02    0.00000e+00    0    3.09650e+01
930        8.02554e-05    4.44543e-03    1.97119e+00    9.75371e-02    0.00000e+00    0    3.12840e+01
940        8.79298e-05    5.30146e-03    1.97119e+00    9.75371e-02    0.00000e+00    0    3.16080e+01
950        7.99617e-05    4.56479e-03    2.31018e+00    -9.51274e-02    0.00000e+00    0    3.19270e+01
960        5.88601e-05    2.37076e-03    2.31018e+00    -9.51274e-02    0.00000e+00    0    3.22610e+01
970        4.00030e-05    9.72669e-04    1.05022e+00    1.34452e-02    0.00000e+00    0    3.25950e+01
980        3.59073e-05    1.29383e-03    2.31018e+00    -9.51274e-02    0.00000e+00    0    3.29100e+01
990        3.91105e-05    1.37321e-03    2.31018e+00    -9.51274e-02    0.00000e+00    0    3.32370e+01
1000       3.91254e-05    9.65438e-04    8.37391e-01    4.39031e-02    0.00000e+00    0    3.36010e+01
1010       3.89110e-05    8.16274e-04    8.37944e-01    4.74907e-02    0.00000e+00    0    3.42430e+01
1020       3.38311e-05    1.23683e-03    2.31018e+00    -9.51274e-02    0.00000e+00    0    3.45750e+01
1030       2.78579e-05    1.02213e-03    2.31018e+00    -9.51274e-02    0.00000e+00    0    3.48930e+01
1040       2.47892e-05    7.62449e-04    1.97119e+00    9.75371e-02    0.00000e+00    0    3.52000e+01
1050       2.64338e-05    6.19864e-04    1.04399e+00    -1.51655e-02    0.00000e+00    0    3.55110e+01
1060       2.87692e-05    7.51123e-04    6.01879e-01    6.29309e-02    0.00000e+00    0    3.58320e+01
1070       2.61735e-05    7.14433e-04    6.01879e-01    6.29309e-02    0.00000e+00    0    3.61470e+01
1080       2.11802e-05    7.21817e-04    1.97119e+00    9.75371e-02    0.00000e+00    0    3.64640e+01
1090       1.92094e-05    9.04304e-04    2.31018e+00    -9.51274e-02    0.00000e+00    0    3.68120e+01
1100       1.90109e-05    6.02035e-04    1.97119e+00    9.75371e-02    0.00000e+00    0    3.71360e+01
1110       1.81233e-05    5.15749e-04    6.01879e-01    6.29309e-02    0.00000e+00    0    3.74510e+01
1120       1.81215e-05    9.46237e-04    2.31018e+00    -9.51274e-02    0.00000e+00    0    3.77750e+01
1130       1.87192e-05    1.16425e-03    2.31018e+00    -9.51274e-02    0.00000e+00    0    3.80910e+01
1140       1.81994e-05    9.57617e-04    2.31018e+00    -9.51274e-02    0.00000e+00    0    3.84010e+01
1150       1.45409e-05    5.17110e-04    2.31018e+00    -9.51274e-02    0.00000e+00    0    3.87140e+01
1160       1.08798e-05    2.91999e-04    6.01879e-01    6.29309e-02    0.00000e+00    0    3.90330e+01
1170       9.04504e-06    3.11962e-04    1.04399e+00    -1.51655e-02    0.00000e+00    0    3.93580e+01
